public	ref_use_case	ref_use_case_pkey	CREATE UNIQUE INDEX ref_use_case_pkey ON public.ref_use_case USING btree (code)
public	rijbewijs_records	rijbewijs_records_pkey	CREATE UNIQUE INDEX rijbewijs_records_pkey ON public.rijbewijs_records USING btree (id)
public	rijbewijs_records	rijbewijs_records_user_id_key	CREATE UNIQUE INDEX rijbewijs_records_user_id_key ON public.rijbewijs_records USING btree (user_id)
public	risk_result	risk_result_pkey	CREATE UNIQUE INDEX risk_result_pkey ON public.risk_result USING btree (survey_run_id)
public	risk_result_tool	idx_risk_result_tool_run	CREATE INDEX idx_risk_result_tool_run ON public.risk_result_tool USING btree (survey_run_id)
public	risk_result_tool	idx_risk_result_tool_tool	CREATE INDEX idx_risk_result_tool_tool ON public.risk_result_tool USING btree (survey_tool_id)
public	risk_result_tool	risk_result_tool_pkey	CREATE UNIQUE INDEX risk_result_tool_pkey ON public.risk_result_tool USING btree (survey_run_id, survey_tool_id)
public	scan_scoring_config	idx_scan_scoring_config_org	CREATE INDEX idx_scan_scoring_config_org ON public.scan_scoring_config USING btree (org_id)
public	scan_scoring_config	idx_scan_scoring_config_wave	CREATE INDEX idx_scan_scoring_config_wave ON public.scan_scoring_config USING btree (wave_id)
public	scan_scoring_config	scan_scoring_config_pkey	CREATE UNIQUE INDEX scan_scoring_config_pkey ON public.scan_scoring_config USING btree (id)
public	shadow_survey_runs	idx_shadow_survey_runs_org	CREATE INDEX idx_shadow_survey_runs_org ON public.shadow_survey_runs USING btree (org_id)
public	shadow_survey_runs	idx_shadow_survey_runs_org_dpo_review	CREATE INDEX idx_shadow_survey_runs_org_dpo_review ON public.shadow_survey_runs USING btree (org_id, dpo_review_required)
public	shadow_survey_runs	shadow_survey_runs_pkey	CREATE UNIQUE INDEX shadow_survey_runs_pkey ON public.shadow_survey_runs USING btree (id)
public	survey_data_type	idx_survey_data_type_run	CREATE INDEX idx_survey_data_type_run ON public.survey_data_type USING btree (survey_run_id)
public	survey_data_type	survey_data_type_pkey	CREATE UNIQUE INDEX survey_data_type_pkey ON public.survey_data_type USING btree (survey_run_id, data_type_code)
public	survey_invite	survey_invite_org_id_email_key	CREATE UNIQUE INDEX survey_invite_org_id_email_key ON public.survey_invite USING btree (org_id, email)
public	survey_invite	survey_invite_pkey	CREATE UNIQUE INDEX survey_invite_pkey ON public.survey_invite USING btree (id)
public	survey_motivation	idx_survey_motivation_run	CREATE INDEX idx_survey_motivation_run ON public.survey_motivation USING btree (survey_run_id)
public	survey_motivation	survey_motivation_pkey	CREATE UNIQUE INDEX survey_motivation_pkey ON public.survey_motivation USING btree (survey_run_id, motivation_code)
public	survey_participation	survey_participation_pkey	CREATE UNIQUE INDEX survey_participation_pkey ON public.survey_participation USING btree (invite_id)
public	survey_profile	survey_profile_pkey	CREATE UNIQUE INDEX survey_profile_pkey ON public.survey_profile USING btree (survey_run_id)
public	survey_run	survey_run_pkey	CREATE UNIQUE INDEX survey_run_pkey ON public.survey_run USING btree (id)
public	survey_support_need	idx_survey_support_need_run	CREATE INDEX idx_survey_support_need_run ON public.survey_support_need USING btree (survey_run_id)
public	survey_support_need	survey_support_need_pkey	CREATE UNIQUE INDEX survey_support_need_pkey ON public.survey_support_need USING btree (survey_run_id, support_need_code)
public	survey_tool	idx_survey_tool_run	CREATE INDEX idx_survey_tool_run ON public.survey_tool USING btree (survey_run_id)
public	survey_tool	survey_tool_pkey	CREATE UNIQUE INDEX survey_tool_pkey ON public.survey_tool USING btree (id)
public	survey_tool_account	survey_tool_account_pkey	CREATE UNIQUE INDEX survey_tool_account_pkey ON public.survey_tool_account USING btree (survey_tool_id)
public	survey_tool_preference_reason	idx_survey_tool_preference_run	CREATE INDEX idx_survey_tool_preference_run ON public.survey_tool_preference_reason USING btree (survey_run_id)
public	survey_tool_preference_reason	survey_tool_preference_reason_pkey	CREATE UNIQUE INDEX survey_tool_preference_reason_pkey ON public.survey_tool_preference_reason USING btree (survey_run_id, preference_reason_code)
public	survey_tool_use_case	idx_survey_tool_use_case_tool	CREATE INDEX idx_survey_tool_use_case_tool ON public.survey_tool_use_case USING btree (survey_tool_id)
public	survey_tool_use_case	survey_tool_use_case_pkey	CREATE UNIQUE INDEX survey_tool_use_case_pkey ON public.survey_tool_use_case USING btree (id)
public	survey_tool_use_case_context	survey_tool_use_case_context_pkey	CREATE UNIQUE INDEX survey_tool_use_case_context_pkey ON public.survey_tool_use_case_context USING btree (survey_tool_use_case_id, context_code)
public	survey_tool_use_case_flag	survey_tool_use_case_flag_pkey	CREATE UNIQUE INDEX survey_tool_use_case_flag_pkey ON public.survey_tool_use_case_flag USING btree (survey_tool_use_case_id, governance_flag_code)
public	survey_top_concern	idx_survey_top_concern_run	CREATE INDEX idx_survey_top_concern_run ON public.survey_top_concern USING btree (survey_run_id)
public	survey_top_concern	survey_top_concern_pkey	CREATE UNIQUE INDEX survey_top_concern_pkey ON public.survey_top_concern USING btree (survey_run_id, top_concern_code)
public	survey_wave	survey_wave_pkey	CREATE UNIQUE INDEX survey_wave_pkey ON public.survey_wave USING btree (id)
